Room Label,Type,Map Name,Name,Location,Object Ids,✅,❌,Edit,Rules,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badge (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Move (Sleeper+AtW/Parry, Coin-Flip[+Prodigy], Cat's Cradle)",Other,Notes
"Faria Slimer Borough (X+5, Y+4) - yug4308",Location,Moneybag 17,Money Bag,Faria Slimer Borough,"yug4319,yug4321,yug4322,yug5560,yug5562,yug5563",TRUE,FALSE,9/1/2026 23:44:23,TRUE,dog,"ufo, ss",ride,,,,,FALSE,FALSE,TRUE,FALSE,Skipping Stone,TRUE,FALSE,FALSE,"Walk-the-Dog solo by bringing buoy to bottom half, respawn, and WtD again. Wall-Ride solo require jumping between bottom walls to stall time"
"Faria Slimer Borough (X+7, Y+3) - yug9",Location,Moneybag 18,Money Bag,Faria Slimer Borough,"lor807,yug2335",TRUE,FALSE,9/1/2026 23:44:25,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (X+10, Y+1) - lor2298",Event,Musical Notes 1,Musical Notes,Faria Slimer Borough,lor2299,TRUE,FALSE,8/5/2026 20:10:15,TRUE,dash,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (X+10, Y+1) - lor2298",Location,Musical Notes 1,Musical Notes - Reward,Faria Slimer Borough,"yug3929,yug3930",TRUE,FALSE,9/1/2026 23:44:28,TRUE,Musical Notes 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Musical Notes 1,
"Faria Slimer Borough (X+4, Y+0) - yug27 (North Alcove)",Location,Petal Container 1,Petal Container,Faria Slimer Borough,yug5517,TRUE,FALSE,7/28/2026 12:38:03,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (X+1, Y+5) - yug4288",Location,Petal Container 2,Petal Container,Faria Slimer Borough,yug4597,TRUE,FALSE,8/7/2026 1:00:02,TRUE,Buoy,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Buoy,Use buoys
"Faria Slimer Borough (X+9, Y+2) - yug22",Location,Petal Container 3,Petal Container,Faria Slimer Borough,yug2381,TRUE,FALSE,8/8/2026 19:20:47,TRUE,flip+,"dash, Bomb 1","ufo, Bomb 1","ride, Bomb 1",,,,FALSE,FALSE,FALSE,Bomb 1,Bomb 1,Bomb 1,Coin Flip + Prodigy,FALSE,Get bomb 1 and bring to petal container
"Faria Slimer Borough (X+4, Y+0) - yug27 (Main)",Event,Popcorn NPC 1,Popcorn NPC,Faria Slimer Borough,lor2174,TRUE,FALSE,8/4/2026 11:59:59,TRUE,$15,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Costs $15,
"Faria Slimer Borough (X+3, Y+3) - yug217",Event,Quest (Apple 1),Apple Quest,Faria Slimer Borough,ren7162,TRUE,FALSE,8/7/2026 2:07:18,TRUE,Apple 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Apple 1,Get apple from above room and bring it back
"Faria Slimer Borough (X+3, Y+3) - yug217",Location,Quest (Apple 1),Apple Quest - Reward,Faria Slimer Borough,"ren7164,ren7165",TRUE,FALSE,9/1/2026 23:44:33,TRUE,Quest (Apple 1),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Quest (Apple 1),
"Faria Slimer Borough (X+7, Y-6) - yug171 (Main)",Event,Quest (Burger 1),Burger Quest,Faria Slimer Borough,yug3151,TRUE,FALSE,8/3/2026 16:08:33,TRUE,[SP-I] Burger,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Burger,Assumes no ER (entrance rando)
"Faria Slimer Borough (X+7, Y-6) - yug171 (Main)",Location,Quest (Burger 1),Burger Quest - Reward,Faria Slimer Borough,yug3924,TRUE,FALSE,8/3/2026 16:09:33,TRUE,Quest (Burger 1),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Quest (Burger 1),
"Faria Slimer Borough (X+4, Y+0) - yug27 (Main)",Event,Quest (Popcorn 1),Popcorn Quest,Faria Slimer Borough,lor2186,TRUE,FALSE,8/4/2026 12:00:07,TRUE,Popcorn NPC 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Popcorn NPC 1,
"Faria Slimer Borough (X+4, Y+0) - yug27 (Main)",Location,Quest (Popcorn 1),Popcorn Quest - Reward,Faria Slimer Borough,"lor3375,lor3376",TRUE,FALSE,9/1/2026 23:44:39,TRUE,Quest (Popcorn 1),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Quest (Popcorn 1),
"Faria Slimer Borough (X+4, Y+0) - yug27 (Main)",Location,Taxi Phone 1,Taxi Phone,Faria Slimer Borough,lor2065,TRUE,FALSE,8/31/2026 17:33:49,TRUE,$100,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Costs $100,
"Faria Slimer Borough (X+4, Y-5) - yug208 (South)",Location,Taxi Phone 2,Taxi Phone,Faria Slimer Borough,lor2066,TRUE,FALSE,8/31/2026 17:33:51,TRUE,$100,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Costs $100,
"Faria Slimer Borough (X+10, Y+0) - yug55",Location,Taxi Phone 3,Taxi Phone,Faria Slimer Borough,lor2316,TRUE,FALSE,8/31/2026 17:33:53,TRUE,$100,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Costs $100,
"Faria Slimer Borough (Interiors) (X+3, Y+1) - yug119",Location,Badge (Coin),Badge,Faria Slimer Borough (Interiors),yug867,TRUE,FALSE,9/1/2026 23:44:54,TRUE,bomb,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bomb,
"Faria Slimer Borough (Interiors) (X+10, Y-2) - yug59",Event,Bomb 1,Bomb,Faria Slimer Borough (Interiors),yug66,TRUE,FALSE,8/5/2026 19:58:11,TRUE,dash,ufo,ride,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Collect bomb and bring to petal container
"Faria Slimer Borough (Interiors) (X+2, Y-1) - yug69",Location,BP Shard 1,BP Shard,Faria Slimer Borough (Interiors),yug869,TRUE,FALSE,8/2/2026 19:44:27,TRUE,bomb,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bomb,Requires 2 bombs at the same time
"Faria Slimer Borough (Interiors) (X+4, Y-5) - yug47",Location,BP Shard 2,BP Shard,Faria Slimer Borough (Interiors),yug870,TRUE,FALSE,8/2/2026 22:18:15,TRUE,Key 4,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 4,
"Faria Slimer Borough (Interiors) (X+5, Y+0) - lor296",Event,Key 1,Key,Faria Slimer Borough (Interiors),lor298,TRUE,FALSE,8/29/2026 19:20:34,TRUE,off,dash-midair-ufo,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Interiors) (X+7, Y-3) - lor414",Event,Key 2,Key,Faria Slimer Borough (Interiors),lor416,TRUE,FALSE,7/28/2026 14:57:52,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Collect key + make it back to chest
"Faria Slimer Borough (Interiors) (X+3, Y-3) - yug1",Event,Key 3,Key,Faria Slimer Borough (Interiors),yug4,TRUE,FALSE,8/29/2026 19:42:49,TRUE,off,"ufo, trick-dash, dash-midair-ufo",,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"- Collect key + make it back to chest
- Ufo at top-left corner, then go right w/ ufo, ufo-dash at top wall, and midair ufo down"
"Faria Slimer Borough (Interiors) (X+4, Y-5) - yug47",Event,Key 4,Key,Faria Slimer Borough (Interiors),yug56,TRUE,FALSE,8/2/2026 22:16:51,TRUE,Lever 1,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 1,Collect key  + make it to key block
"Faria Slimer Borough (Interiors) (X+8, Y-6) - yug426",Event,Key (shop),Key (shop),Faria Slimer Borough (Interiors),lor573,TRUE,FALSE,8/4/2026 14:20:53,TRUE,$250,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Costs $250,"4 keys total, object id is key 1"
"Faria Slimer Borough (Interiors) (X+4, Y-5) - yug47",Event,Lever 1,Lever,Faria Slimer Borough (Interiors),lor164,TRUE,FALSE,8/2/2026 22:14:46,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Interiors) (X+10, Y-2) - yug59",Event,Lever 2,Right Lever,Faria Slimer Borough (Interiors),yug62,TRUE,FALSE,8/5/2026 19:48:12,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Interiors) (X+10, Y-2) - yug59",Event,Lever 3,Left Lever,Faria Slimer Borough (Interiors),yug64,TRUE,FALSE,8/5/2026 19:49:01,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Interiors) (X+6, Y-6) - yug134",Location,Moneybag 1,Money Bag,Faria Slimer Borough (Interiors),"yug137,yug138,yug140,yug141",TRUE,FALSE,9/1/2026 23:45:08,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4x money bags
"Faria Slimer Borough (Interiors) (X+5, Y+0) - lor296",Location,Petal Container 1,Petal Container,Faria Slimer Borough (Interiors),lor301,TRUE,FALSE,8/2/2026 20:53:48,TRUE,"Key 1, chest",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 1,
"Faria Slimer Borough (Interiors) (X+7, Y-3) - lor414",Location,Petal Container 2,Petal Container,Faria Slimer Borough (Interiors),yug868,TRUE,FALSE,8/2/2026 20:52:45,TRUE,"Key 2, chest",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 2,
"Faria Slimer Borough (Interiors) (X+3, Y-3) - yug1",Location,Petal Container 3,Petal Container,Faria Slimer Borough (Interiors),yug6,TRUE,FALSE,8/2/2026 20:52:43,TRUE,"Key 3, chest",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 3,
"Faria Slimer Borough (Interiors) (X+6, Y-6) - yug134",Location,Petal Container 4,Petal Container,Faria Slimer Borough (Interiors),yug883,TRUE,FALSE,8/3/2026 16:27:32,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Interiors) (X+10, Y-2) - yug59",Location,Petal Container 5,Petal Container,Faria Slimer Borough (Interiors),yug60,TRUE,FALSE,8/28/2026 21:58:27,TRUE,flip+,Bomb 1,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Coin-Flip + Prodigy,Bomb 1,
"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",Event,Ability Learned 1,Ability Learned (Sleeper),Faria Slimer Borough (Sewers),lor788,TRUE,FALSE,8/8/2026 17:45:19,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mod should disable this + barrier. Set ""g:city_underground/lor813:used"" to 1, or ""g:city_underground/lor779:finished"" to 1?"
"Faria Slimer Borough (Sewers) (X+7, Y+4) - yug1206",Location,Badge (Angled),Badge,Faria Slimer Borough (Sewers),yug1208,TRUE,FALSE,9/1/2026 23:45:39,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+9, Y+0) - yug1330",Location,Badge (Cheater's Telekinesis),Badge,Faria Slimer Borough (Sewers),yug1357,TRUE,FALSE,9/1/2026 23:45:42,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (Main)",Location,Badge (Sprout),Badge,Faria Slimer Borough (Sewers),yug1064,TRUE,FALSE,9/1/2026 23:46:02,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528",Location,BP Shard 1,BP Shard,Faria Slimer Borough (Sewers),lor834,TRUE,FALSE,8/8/2026 18:05:36,TRUE,Lever 10,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 10,
"Faria Slimer Borough (Sewers) (X+8, Y+1) - yug619",Location,BP Shard 2,BP Shard,Faria Slimer Borough (Sewers),yug1081,TRUE,FALSE,8/8/2026 19:27:42,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (South)",Event,Button 1,South Button,Faria Slimer Borough (Sewers),ren3989,TRUE,FALSE,8/2/2026 21:47:50,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (North)",Event,Button 2,North Button,Faria Slimer Borough (Sewers),ren3991,TRUE,FALSE,8/2/2026 21:56:18,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Northeast)",Event,Button 3,Right Button,Faria Slimer Borough (Sewers),yug922,TRUE,FALSE,8/30/2026 0:56:49,TRUE,"off, [FSB-I] Key (shop)","midair ufo, [FSB-I] Key (shop)","trick-dash, dash-midair-ufo, [FSB-I] Key (shop)",,,,,FALSE,[FSB-I] Key (shop),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"- Requirements from shop to button
- You can just walk around the barriers in the sewer, so it's also doable with midair ufo"
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Northwest)",Event,Button 4,Left Button,Faria Slimer Borough (Sewers),yug921,TRUE,FALSE,8/4/2026 15:12:24,TRUE,[FSB-I] Key (shop),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[FSB-I] Key (shop),
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (North)",Event,Button 5,Center Button,Faria Slimer Borough (Sewers),yug920,TRUE,FALSE,8/4/2026 16:46:21,TRUE,"off, [FSB-I] Key (shop)",,,,,,,FALSE,[FSB-I] Key (shop),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rule is to bring key from shop to keyhole
"Faria Slimer Borough (Sewers) (X+2, Y-1) - ren1477",Event,Combat 1,Combat,Faria Slimer Borough (Sewers),ren1486,TRUE,FALSE,9/4/2026 2:09:06,TRUE,"Lever 1, heart +1, off","Lever 1, heart +1, cat","Lever 1, heart +1, parry",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 1 AND +1 heart AND (Offstring Throw OR Cat's Cradle OR Parry),FALSE,Object ID is the barrier in front of petal container
"Faria Slimer Borough (Sewers) (X+3, Y-6) - ren3946",Event,Combat 2,Combat,Faria Slimer Borough (Sewers),ren3952,TRUE,FALSE,8/9/2026 11:07:24,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Only drops coins as prizes
"Faria Slimer Borough (Sewers) (X+2, Y-5) - ren3998",Event,Combat 3 (optional),Combat (optional),Faria Slimer Borough (Sewers),ren4037,TRUE,FALSE,8/16/2026 13:10:44,TRUE,Lever 6,"wing, hard",expert,,,,,Wing (Hard diff),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 6 OR Expert diff,Possible without lever if you abuse i-frames after falling into water to only lose 1 heart per food bandit
"Faria Slimer Borough (Sewers) (X+2, Y-5) - ren3998",Location,Combat 3 (optional),Combat (optional) - Reward,Faria Slimer Borough (Sewers),"ren4017,ren4018,ren4019",TRUE,FALSE,9/1/2026 23:46:07,TRUE,Combat 3 (optional),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3x winged money bags
"Faria Slimer Borough (Sewers) (X+4, Y-5) - ren3965",Event,Combat 4,Combat,Faria Slimer Borough (Sewers),ren3971,TRUE,FALSE,8/2/2026 21:44:50,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No drops
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",Event,Combat 5,Combat 1,Faria Slimer Borough (Sewers),yug479,TRUE,FALSE,8/8/2026 17:56:25,TRUE,Lever 9,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 9,
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",Event,Combat 6,Combat 2,Faria Slimer Borough (Sewers),yug490,TRUE,FALSE,8/8/2026 17:56:28,TRUE,Key 5,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 5,
"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800 (West)",Event,Combat 7,Combat,Faria Slimer Borough (Sewers),ren3808,TRUE,FALSE,8/8/2026 18:43:42,TRUE,dash,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y-1) - yug31",Event,Combat 8,Combat,Faria Slimer Borough (Sewers),yug575,TRUE,FALSE,8/16/2026 13:07:38,TRUE,off,dash,ufo,ride,manhole,flip,expert,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Coin-Flip,Manhole,Manhole or Coin Flip lets you hold down the button and clear the room with no abilities. Timing a tight jump around a corner lets you go through this room with no abilities or manhole.
"Faria Slimer Borough (Sewers) (X+7, Y+0) - yug39",Event,Combat 9,Combat,Faria Slimer Borough (Sewers),yug571,TRUE,FALSE,8/16/2026 13:12:08,TRUE,off,dash,ufo,ride,expert,"hard, wing",,Wing (Hard diff),TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Expert diff,"You can just jump into the pit and hit the enemies mid air with no abilities, but requires leaving room after each kill and is kinda tedious"
"Faria Slimer Borough (Sewers) (X+8, Y+1) - yug619",Location,Diamond 1,Diamond,Faria Slimer Borough (Sewers),yug1120,TRUE,FALSE,8/8/2026 19:28:58,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+9, Y+0) - yug1330",Event,Event 1,Event 1,Faria Slimer Borough (Sewers),yug1359,TRUE,FALSE,8/7/2026 11:31:56,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",Event,Key 1,South Key,Faria Slimer Borough (Sewers),ren3987,TRUE,FALSE,8/2/2026 21:20:42,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",Event,Key 2,North Key,Faria Slimer Borough (Sewers),ren3988,TRUE,FALSE,8/2/2026 21:20:54,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+5, Y-6) - ren4029 (Main)",Event,Key 3,Key,Faria Slimer Borough (Sewers),ren4033,TRUE,FALSE,8/2/2026 22:02:10,TRUE,ss+,off,dog,ufo,,,,Skipping Stone+,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Collect key + bring to key block
"Faria Slimer Borough (Sewers) (X+9, Y+0) - yug1330",Event,Key 4,Key,Faria Slimer Borough (Sewers),yug1366,TRUE,TRUE,8/5/2026 19:35:26,TRUE,Badge (Cheater's Telekinesis),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cheater's Telekinesis Badge,
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",Event,Key 5,Key,Faria Slimer Borough (Sewers),yug467,TRUE,FALSE,8/8/2026 17:56:38,TRUE,Combat 5,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 5,
"Faria Slimer Borough (Sewers) (X+2, Y-1) - ren1477",Event,Lever 1,Lever,Faria Slimer Borough (Sewers),ren1489,TRUE,FALSE,7/27/2026 17:59:51,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (South)",Event,Lever 2,South Lever,Faria Slimer Borough (Sewers),yug27,TRUE,FALSE,7/28/2026 16:48:28,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (North)",Event,Lever 3,North Lever,Faria Slimer Borough (Sewers),yug28,TRUE,FALSE,7/28/2026 17:21:14,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+5, Y-1) - lor176",Event,Lever 4,Lever,Faria Slimer Borough (Sewers),yug1129,TRUE,FALSE,8/2/2026 18:59:50,TRUE,ss+,off,dog,"dash, ss",ufo,ride,,Skipping Stone+,TRUE,TRUE,Skipping Stone,TRUE,TRUE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (East)",Event,Lever 5,East Lever,Faria Slimer Borough (Sewers),yug29,TRUE,FALSE,8/2/2026 20:15:18,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+2, Y-5) - ren3998",Event,Lever 6,Lever,Faria Slimer Borough (Sewers),ren4016,TRUE,FALSE,8/2/2026 21:25:01,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+3, Y-7) - ren3974",Event,Lever 7,North Lever,Faria Slimer Borough (Sewers),ren3977,TRUE,FALSE,8/2/2026 21:53:24,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+3, Y-7) - ren3974",Event,Lever 8,South Lever,Faria Slimer Borough (Sewers),ren3978,TRUE,FALSE,8/2/2026 21:53:24,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",Event,Lever 9,Lever,Faria Slimer Borough (Sewers),yug457,TRUE,FALSE,8/8/2026 17:48:41,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528",Event,Lever 10,Lever,Faria Slimer Borough (Sewers),yug530,TRUE,FALSE,8/8/2026 18:05:55,TRUE,off,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+5, Y-1) - lor176",Location,Moneybag 1,Money Bag,Faria Slimer Borough (Sewers),"yug1133,yug1134,yug1135",TRUE,FALSE,9/1/2026 23:46:51,TRUE,Lever 4,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 4,Jump attack + suicide works
"Faria Slimer Borough (Sewers) (X+8, Y-1) - yug23",Location,Moneybag 2,Money Bag,Faria Slimer Borough (Sewers),"yug1076,yug1080",TRUE,FALSE,9/1/2026 23:46:59,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+8, Y-1) - yug23",Location,Moneybag 3,Money Bag 3,Faria Slimer Borough (Sewers),yug1069,TRUE,FALSE,9/1/2026 23:47:05,TRUE,off,ufo,ride,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Main)",Location,Moneybag 4,Money Bag,Faria Slimer Borough (Sewers),yug932,TRUE,FALSE,8/4/2026 14:27:02,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+9, Y-5) - yug838 (West)",Location,Moneybag 5,Money Bag,Faria Slimer Borough (Sewers),"yug845,yug846",TRUE,FALSE,9/1/2026 23:47:18,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+10, Y+0) - yug1803",Location,Moneybag 6,Money Bag,Faria Slimer Borough (Sewers),"yug1824,yug1825",TRUE,FALSE,9/1/2026 23:48:46,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+10, Y+0) - yug1803",Location,Moneybag 7,Money Bag 3,Faria Slimer Borough (Sewers),yug1818,TRUE,FALSE,9/1/2026 23:48:50,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+10, Y+0) - yug1803",Location,Moneybag 8,Money Bag 4,Faria Slimer Borough (Sewers),yug1807,TRUE,FALSE,9/1/2026 23:48:56,TRUE,off,Event 1,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Can reach next room,
"Faria Slimer Borough (Sewers) (X+9, Y+0) - yug1330",Location,Moneybag 9,Money Bag,Faria Slimer Borough (Sewers),"yug1367,yug1368,yug1369,yug1370,yug1371",TRUE,TRUE,9/1/2026 23:51:03,TRUE,Badge (Cheater's Telekinesis),,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cheater's Telekinesis Badge,
"Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528",Location,Moneybag 10,Money Bag,Faria Slimer Borough (Sewers),"yug691,lor820",TRUE,FALSE,9/1/2026 23:51:05,TRUE,Lever 10,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 10,
"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (East)",Location,Moneybag 11,Money Bag,Faria Slimer Borough (Sewers),lor843,TRUE,FALSE,8/8/2026 18:26:34,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141",Location,Moneybag 12,Money Bag,Faria Slimer Borough (Sewers),"yug1230,yug1231",TRUE,FALSE,9/1/2026 23:52:09,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141",Location,Moneybag 13,Money Bag 3,Faria Slimer Borough (Sewers),yug1228,TRUE,FALSE,9/1/2026 23:52:16,TRUE,dash,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
